,close,date,high,low,open,volume,RSI_14,sma_7,RSI_Trend,ub,mb,lb,band_diff,band_diff_trend,band_diff_trend_fited,trend_diff
0,266.5,2020-04-07 09:15:00+05:30,279.95,248.8,255.0,662,0.0,0.0,,,,,,,,
1,266.45,2020-04-07 09:25:00+05:30,266.5,259.75,266.5,90,0.0,0.0,0.0,,,,,,,
2,266.4,2020-04-07 09:35:00+05:30,266.5,260.05,260.1,148,0.0,0.0,0.0,,,,,,,
3,265.7,2020-04-07 09:45:00+05:30,267.0,261.1,263.3,718,0.0,0.0,0.0,,,,,,,
4,264.5,2020-04-07 09:55:00+05:30,265.45,263.3,265.45,101,0.0,0.0,0.0,,,,,,,
5,263.6,2020-04-07 10:05:00+05:30,263.6,263.5,263.55,140,0.0,0.0,0.0,,,,,,,
6,263.55,2020-04-07 10:15:00+05:30,263.6,263.55,263.6,12,0.0,265.24285714285713,0.0,,,,,,,
7,261.55,2020-04-07 10:25:00+05:30,263.5,261.55,263.5,255,0.0,264.5357142857143,0.0,,,,,,,
8,262.6,2020-04-07 10:35:00+05:30,262.6,262.6,262.6,2,19.108304371767176,263.98571428571427,19.108304371767176,,,,,,,
9,262.6,2020-04-07 10:45:00+05:30,262.6,262.6,262.6,0,19.108304371767176,263.4428571428571,0.0,,,,,,,
10,261.5,2020-04-07 10:55:00+05:30,262.6,261.5,262.6,6,15.50792277634497,262.8428571428571,-3.6003815954222063,,,,,,,
11,270.0,2020-04-07 11:05:00+05:30,270.0,262.45,263.5,2456,67.09769592375665,263.6285714285714,51.58977314741168,,,,,,,
12,270.0,2020-04-07 11:15:00+05:30,270.1,270.0,270.1,24,67.09769592375665,264.5428571428571,0.0,,,,,,,
13,273.65,2020-04-07 11:25:00+05:30,273.65,270.0,270.0,287,74.76976131027297,265.98571428571427,7.672065386516323,,,,,,,
14,273.25,2020-04-07 11:35:00+05:30,273.65,271.0,273.65,13,72.76725547971259,267.6571428571428,-2.0025058305603807,,,,,,,
15,275.0,2020-04-07 11:45:00+05:30,275.0,271.0,273.25,378,75.81860456181298,269.4285714285714,3.051349082100387,,,,,,,
16,280.4,2020-04-07 11:55:00+05:30,283.05,279.0,279.0,3542,82.37945584600364,271.97142857142853,6.560851284190662,,,,,,,
17,280.1,2020-04-07 12:05:00+05:30,283.2,280.0,280.4,737,81.06357440322105,274.6285714285714,-1.3158814427825831,,,,,,,
18,280.1,2020-04-07 12:15:00+05:30,280.1,280.1,280.1,112,81.06357440322105,276.0714285714285,0.0,,,,,,,
19,280.0,2020-04-07 12:25:00+05:30,280.1,280.0,280.1,540,80.5660686270521,277.49999999999994,-0.49750577616894986,282.94861970762594,269.37250000000006,255.7963802923742,27.15,,,-0.8999999999999999
20,280.0,2020-04-07 12:35:00+05:30,280.0,280.0,280.0,0,80.5660686270521,278.4071428571428,0.0,284.34551145540684,270.0475,255.7494885445932,28.6,1.45,5.300000000000001,-0.6
21,280.95,2020-04-07 12:45:00+05:30,281.0,280.95,281.0,400,81.79693224647394,279.50714285714275,1.2308636194218394,285.75647301680766,270.77250000000004,255.78852698319244,29.97,1.37,5.2,-0.3
22,280.0,2020-04-07 12:55:00+05:30,280.85,280.0,280.85,176,76.57398991324585,280.2214285714285,-5.22294233322809,286.8301829066978,271.45250000000004,256.0748170933023,30.76,0.79,5.0,0.0
23,280.9,2020-04-07 13:05:00+05:30,280.95,280.0,280.0,93,78.00674299602593,280.29285714285703,1.4327530827800814,287.89258710367847,272.21250000000003,256.5324128963216,31.36,0.6,4.9,0.10000000000000009
24,281.95,2020-04-07 13:15:00+05:30,281.95,280.9,280.9,275,79.57617189480315,280.55714285714276,1.5694288987772183,288.899520309879,273.08500000000004,257.2704796901211,31.63,0.27,4.8,0.10000000000000009
25,281.9,2020-04-07 13:25:00+05:30,281.95,281.9,281.95,2,79.28602752767881,280.81428571428563,-0.29014436712434133,289.6202634926221,274.0,258.3797365073779,31.24,-0.39,4.6000000000000005,0.09999999999999981
26,281.9,2020-04-07 13:35:00+05:30,281.9,281.9,281.9,0,79.2860275276788,281.08571428571423,-1.4210854715202004e-14,290.1029249719572,274.91749999999996,259.73207502804274,30.37,-0.87,4.4,-0.10000000000000009
27,280.05,2020-04-07 13:45:00+05:30,281.9,280.05,281.9,48,68.55927187402423,281.0928571428571,-10.726755653654564,289.8039233552763,275.8425,261.88107664472363,27.92,-2.45,3.8,-0.6000000000000003
28,280.05,2020-04-07 13:55:00+05:30,280.05,280.05,280.05,22,68.55927187402423,280.96428571428567,0.0,289.30564397834615,276.715,264.1243560216538,25.18,-2.74,3.7,-1.0999999999999999
29,280.0,2020-04-07 14:05:00+05:30,280.05,280.0,280.05,1015,68.26975909244612,280.9642857142857,-0.2895127815781109,288.33978351344376,277.5849999999999,266.8302164865561,21.51,-3.67,3.4000000000000004,-1.9
30,280.1,2020-04-07 14:15:00+05:30,280.1,277.3,280.0,8004,68.55575341892434,280.84999999999997,0.28599432647821743,286.1887488265268,278.515,270.84125117347315,15.35,-6.16,2.5,-3.2
31,277.05,2020-04-07 14:25:00+05:30,278.1,277.05,277.6,170,52.89581961611561,280.15,-15.65993380280873,285.4668041897963,278.86749999999995,272.2681958102036,13.2,-2.15,3.9000000000000004,-3.5999999999999996
32,280.1,2020-04-07 14:35:00+05:30,281.95,280.0,280.0,352,62.195606086959124,279.89285714285717,9.299786470843515,284.49525367972603,279.3725,274.24974632027397,10.25,-2.95,3.7,-4.2
33,280.0,2020-04-07 14:45:00+05:30,280.15,280.0,280.15,277,61.765038743268306,279.62142857142857,-0.43056734369081795,284.0496957885166,279.69,275.3303042114834,8.72,-1.53,4.2,-4.500000000000001
34,280.0,2020-04-07 14:55:00+05:30,280.95,280.0,280.0,120,61.765038743268306,279.6142857142857,0.0,283.16059582899607,280.02750000000003,276.894404171004,6.27,-2.45,3.8,-4.999999999999999
35,280.05,2020-04-07 15:05:00+05:30,280.95,280.0,280.1,141,61.91791550218767,279.6142857142857,0.15287675891936203,282.33590292623296,280.28000000000003,278.2240970737671,4.11,-2.16,3.9000000000000004,-5.499999999999999
36,281.9,2020-04-07 15:15:00+05:30,281.9,280.05,280.05,41,67.15132872024684,279.88571428571424,5.2334132180591695,282.535028971316,280.355,278.174971028684,4.36,0.25,4.8,-5.300000000000001
37,280.0,2020-04-07 15:25:00+05:30,281.9,280.0,281.9,882,58.2913091759267,279.87142857142857,-8.860019544320139,282.53294827192093,280.35,278.1670517280791,4.37,0.01,4.699999999999999,-5.300000000000001
38,275.0,2020-04-08 09:15:00+05:30,279.5,262.95,279.5,145,42.426938448139445,279.5785714285714,-15.864370727787254,283.3360037431552,280.09499999999997,276.85399625684477,6.48,2.11,5.5,-4.999999999999999
39,277.0,2020-04-08 09:25:00+05:30,277.0,264.0,275.0,3104,48.468341810791465,279.1357142857143,6.041403362652019,283.46978442789714,279.945,276.42021557210285,7.05,0.57,4.9,-4.800000000000001
40,275.0,2020-04-08 09:35:00+05:30,277.0,275.0,277.0,68,43.54722496636662,278.42142857142863,-4.921116844424844,283.8553264041974,279.695,275.5346735958026,8.32,1.27,5.2,-4.6000000000000005
41,276.9,2020-04-08 09:45:00+05:30,277.0,275.0,275.0,250,48.859480292939054,277.97857142857146,5.3122553265724335,283.78769621511105,279.49249999999995,275.19730378488885,8.59,0.27,4.8,-4.6000000000000005
42,275.0,2020-04-08 09:55:00+05:30,276.9,275.0,276.9,1620,44.36369051338721,277.2571428571429,-4.495789779551842,283.9732810638068,279.24249999999995,274.5117189361931,9.46,0.87,5.0,-4.300000000000001
43,275.95,2020-04-08 10:05:00+05:30,276.0,275.0,275.0,128,46.990136801161256,276.4071428571429,2.626446287774044,283.87620994491175,278.995,274.11379005508826,9.76,0.3,4.8,-4.3
44,276.55,2020-04-08 10:15:00+05:30,278.5,275.7,275.95,172,48.6392626088869,275.91428571428577,1.649125807725646,283.514517061688,278.725,273.935482938312,9.58,-0.18,4.699999999999999,-4.3
45,279.0,2020-04-08 10:25:00+05:30,279.15,276.55,276.55,374,54.8200320122677,276.4857142857144,6.1807694033808005,283.1346274906888,278.58000000000004,274.0253725093113,9.11,-0.47,4.6000000000000005,-4.4
46,279.75,2020-04-08 10:35:00+05:30,279.9,275.05,279.9,317,56.54404468811613,276.8785714285715,1.724012675848428,282.79264558721434,278.4725,274.1523544127857,8.64,-0.47,4.6000000000000005,-4.5
47,277.3,2020-04-08 10:45:00+05:30,279.9,277.3,279.75,118,49.851894114382866,277.20714285714297,-6.692150573733265,282.6186408518175,278.33500000000004,274.0513591481826,8.57,-0.07,4.699999999999999,-4.5
48,279.15,2020-04-08 10:55:00+05:30,279.15,279.15,279.15,2,54.25457147706888,277.5285714285715,4.402677362686013,282.51630857966114,278.29,274.0636914203389,8.45,-0.12,4.699999999999999,-4.5
49,281.55,2020-04-08 11:05:00+05:30,304.0,279.15,279.15,771,59.25247386765168,278.46428571428584,4.9979023905828015,282.778643186354,278.3675,273.95635681364604,8.82,0.37,4.9,-4.5
50,282.2,2020-04-08 11:15:00+05:30,290.5,281.55,281.55,90,60.51083366130779,279.35714285714295,1.258359793656112,283.1492594493793,278.47249999999997,273.7957405506206,9.35,0.53,4.9,-4.4
51,295.0,2020-04-08 11:25:00+05:30,295.0,282.2,282.2,262,76.13824981837958,281.9928571428573,15.627416157071785,288.0626102917478,279.37,270.67738970825224,17.39,8.04,7.6,-2.7
52,294.75,2020-04-08 11:35:00+05:30,295.0,286.45,295.0,462,75.50971869628538,284.24285714285725,-0.628531122094202,291.19253701763967,280.10249999999996,269.01246298236026,22.18,4.79,6.5,-1.6999999999999997
53,283.0,2020-04-08 11:45:00+05:30,294.75,283.0,294.75,1477,53.256997849620696,284.70714285714297,-22.25272084666468,291.41759952344387,280.25249999999994,269.087400476556,22.33,0.15,4.8,-1.6999999999999997
54,281.7,2020-04-08 11:55:00+05:30,282.9,281.7,281.8,75,51.45040923036385,285.33571428571435,-1.8065886192568428,291.52037577174593,280.3375,269.154624228254,22.37,0.04,4.699999999999999,-1.5999999999999996
55,281.7,2020-04-08 12:05:00+05:30,281.7,281.7,281.7,0,51.45040923036385,285.7000000000001,0.0,291.6182799431072,280.41999999999996,269.2217200568927,22.4,0.03,4.699999999999999,-1.6999999999999997
56,281.7,2020-04-08 12:15:00+05:30,281.7,281.7,281.7,0,51.45040923036385,285.72142857142865,0.0,291.60307116502213,280.40999999999997,269.2169288349778,22.39,-0.01,4.699999999999999,-1.6999999999999997
57,285.0,2020-04-08 12:25:00+05:30,285.0,282.0,282.0,74,56.164845488940806,286.12142857142857,4.714436258576953,292.03636515810354,280.65999999999997,269.2836348418964,22.75,0.36,4.9,-1.5999999999999996
58,282.1,2020-04-08 12:45:00+05:30,285.0,282.1,285.0,2,51.43774477504882,284.27857142857147,-4.727100713891986,292.0867326177018,281.015,269.9432673822982,22.14,-0.61,4.5,-1.6999999999999997
59,278.05,2020-04-08 12:55:00+05:30,281.0,278.05,281.0,153,45.65823367704318,281.8928571428572,-5.779511098005642,292.0688049465189,281.0675,270.06619505348107,22.0,-0.14,4.699999999999999,-1.6999999999999997
60,282.95,2020-04-08 13:05:00+05:30,282.95,278.05,278.05,2,52.5978152004525,281.8857142857143,6.939581523409323,292.1120208336212,281.465,270.81797916637873,21.29,-0.71,4.5,-1.9
61,283.15,2020-04-08 13:15:00+05:30,283.15,281.05,281.05,35,52.86241254514868,282.0928571428572,0.26459734469617757,292.225389487204,281.7775,271.32961051279597,20.9,-0.39,4.6000000000000005,-2.0
62,283.55,2020-04-08 13:25:00+05:30,283.55,283.55,283.55,20,53.422400778082675,282.3571428571429,0.5599882329339962,292.17394652091315,282.205,272.2360534790868,19.94,-0.96,4.4,-2.1999999999999997
63,279.35,2020-04-08 13:35:00+05:30,280.9,279.35,280.9,20,47.09583492335413,282.0214285714286,-6.326565854728543,292.0050243208954,282.375,272.7449756791046,19.26,-0.68,4.5,-2.3
64,279.35,2020-04-08 13:45:00+05:30,279.35,279.35,279.35,0,47.095834923354126,281.2142857142858,-7.105427357601002e-15,291.8658288402678,282.515,273.1641711597322,18.7,-0.56,4.5,-2.4
65,280.85,2020-04-08 13:55:00+05:30,280.85,280.85,280.85,3,49.569545302500075,281.03571428571433,2.473710379145949,291.847873369079,282.6075,273.367126630921,18.48,-0.22,4.6000000000000005,-2.5
66,284.0,2020-04-08 14:05:00+05:30,284.0,280.85,280.85,141,54.39235988698048,281.88571428571436,4.822814584480405,291.97879789859746,282.82000000000005,273.66120210140264,18.32,-0.16,4.699999999999999,-2.4
67,283.9,2020-04-08 14:15:00+05:30,284.0,283.9,284.0,2,54.2151034147246,282.0214285714286,-0.17725647225587693,291.9395272611027,283.15,274.3604727388973,17.58,-0.74,4.5,-2.6
68,283.9,2020-04-08 14:25:00+05:30,283.9,283.9,283.9,0,54.21510341472461,282.12857142857143,7.105427357601002e-15,291.976346806974,283.3875,274.798653193026,17.18,-0.4,4.6000000000000005,-2.7
69,283.9,2020-04-08 14:35:00+05:30,283.95,283.9,283.9,56,54.21510341472461,282.17857142857144,0.0,292.05220021872253,283.505,274.95779978127746,17.09,-0.09,4.699999999999999,-2.7
70,281.15,2020-04-08 14:45:00+05:30,283.9,281.15,283.9,204,48.757608497988066,282.4357142857143,-5.457494916736543,292.0462232296224,283.4525,274.8587767703776,17.19,0.1,4.8,-2.7
71,281.0,2020-04-08 14:55:00+05:30,283.8,281.0,281.15,1052,48.47099395466991,282.67142857142863,-0.2866145433181586,289.45940728004655,282.75249999999994,276.04559271995333,13.41,-3.78,3.4000000000000004,-3.5000000000000004
72,281.0,2020-04-08 15:05:00+05:30,281.0,281.0,281.0,435,48.47099395466991,282.6928571428572,0.0,285.7168344344763,282.06499999999994,278.41316556552357,7.3,-6.11,2.5,-4.8
73,281.05,2020-04-08 15:15:00+05:30,283.5,281.0,281.0,636,48.587828128096305,282.27142857142866,0.11683417342639757,285.61835065790166,281.9675,278.3166493420983,7.3,0.0,4.699999999999999,-4.8
74,281.0,2020-04-08 15:25:00+05:30,283.75,281.0,281.05,645,48.46947734249987,281.85714285714295,-0.11835078559643364,285.6074901539411,281.9325,278.2575098460589,7.35,0.05,4.699999999999999,-4.8
75,305.0,2020-04-09 09:15:00+05:30,306.0,283.0,305.0,722,77.19007393100681,284.8714285714286,28.720596588506936,294.0429376460305,283.09749999999997,272.1520623539694,21.89,14.54,10.0,-1.6999999999999997
76,305.05,2020-04-09 09:25:00+05:30,307.5,305.0,305.0,695,77.21856137611425,287.8928571428572,0.028487445107444387,298.9315426629521,284.265,269.5984573370479,29.33,7.44,7.4,-0.19999999999999962
77,305.0,2020-04-09 09:35:00+05:30,305.9,305.0,305.05,235,77.11484381631969,291.30000000000007,-0.10371755979456054,302.6229073441588,285.265,267.90709265584115,34.72,5.39,6.7,0.8999999999999997
78,305.0,2020-04-09 09:45:00+05:30,305.95,305.0,305.0,861,77.1148438163197,294.72857142857146,1.4210854715202004e-14,305.7919938141179,286.40999999999997,267.028006185882,38.76,4.04,6.2,1.8000000000000005
79,305.05,2020-04-09 09:55:00+05:30,306.0,305.0,305.0,684,77.15043790124857,298.16428571428577,0.03559408492886007,308.4099802472183,287.76,267.1100197527817,41.3,2.54,5.6000000000000005,2.4
80,306.65,2020-04-09 10:05:00+05:30,306.65,305.0,305.15,192,78.31285247701997,301.8214285714286,1.1624145757714075,311.0981250023196,288.945,266.7918749976804,44.31,3.01,5.8,2.9000000000000004
81,301.65,2020-04-09 10:15:00+05:30,307.55,301.65,306.65,2810,66.86516440008725,304.77142857142866,-11.447688076932721,312.5431327206541,289.87,267.1968672793459,45.35,1.04,5.1,3.0999999999999996
82,303.75,2020-04-09 10:25:00+05:30,303.75,301.65,301.65,6,68.92010051003308,304.5928571428572,2.054936109945828,314.15929733068634,290.88,267.60070266931365,46.56,1.21,5.2,3.5
83,303.6,2020-04-09 10:35:00+05:30,303.75,303.6,303.75,25,68.59287349703516,304.3857142857143,-0.32722701299792334,315.36933002020345,292.0925,268.8156699797965,46.55,-0.01,4.699999999999999,3.4000000000000004
84,300.1,2020-04-09 10:45:00+05:30,303.75,293.25,303.5,562,61.2815732248773,303.6857142857143,-7.311300272157858,315.85870663419126,293.13,270.4012933658087,45.46,-1.09,4.3,3.2
85,296.0,2020-04-09 10:55:00+05:30,300.85,295.25,300.1,345,54.017936591040566,302.40000000000003,-7.263636633836732,315.8912526703723,293.88749999999993,271.88374732962757,44.01,-1.45,4.2,2.9000000000000004
86,297.75,2020-04-09 11:05:00+05:30,297.75,295.6,296.0,4,56.39374735849394,301.35714285714283,2.3758107674533733,316.13269492608805,294.57499999999993,273.0173050739118,43.12,-0.89,4.4,2.8000000000000003
87,293.0,2020-04-09 11:15:00+05:30,298.35,293.0,297.75,324,48.994153354335964,299.40714285714284,-7.399594004157976,316.0155689763972,295.03,274.0444310236027,41.97,-1.15,4.3,2.6
88,295.0,2020-04-09 11:25:00+05:30,295.0,294.65,294.85,230,51.85845050719601,298.45714285714286,2.864297152860047,315.90784428912366,295.585,275.2621557108763,40.65,-1.32,4.2,2.3
89,294.95,2020-04-09 11:35:00+05:30,295.0,294.95,295.0,199,51.78016412473538,297.19999999999993,-0.07828638246063235,315.7097379916035,296.1375,276.5652620083965,39.14,-1.51,4.2,1.9999999999999996
90,292.5,2020-04-09 11:45:00+05:30,295.0,292.5,295.0,12,47.95963657397755,295.6142857142857,-3.8205275507578307,315.0683473614087,296.70500000000004,278.34165263859137,36.73,-2.41,3.9000000000000004,1.5000000000000002
91,291.0,2020-04-09 11:55:00+05:30,292.5,290.55,292.5,361,45.73470991363575,294.3142857142857,-2.2249266603418008,314.26624879738534,297.20500000000004,280.14375120261474,34.12,-2.61,3.8,0.9999999999999998
92,289.85,2020-04-09 12:05:00+05:30,291.0,288.25,291.0,155,44.047562757467276,293.43571428571425,-1.6871471561684714,313.3435429139914,297.64750000000004,281.95145708600865,31.39,-2.73,3.7,0.39999999999999925
93,287.3,2020-04-09 12:15:00+05:30,289.85,287.25,289.85,4,40.48148737105286,291.9428571428571,-3.5660753864144183,312.4686398941773,297.96000000000004,283.4513601058228,29.02,-2.37,3.9000000000000004,-0.10000000000000009
94,287.3,2020-04-09 12:25:00+05:30,287.3,287.3,287.3,0,40.48148737105286,291.12857142857143,0.0,311.4450417615118,298.27500000000003,285.1049582384883,26.34,-2.68,3.8,-0.5999999999999994
95,289.9,2020-04-09 12:35:00+05:30,289.9,287.3,287.3,52,45.68165889938472,290.40000000000003,5.200171528331865,310.7976186831338,297.52000000000004,284.2423813168663,26.56,0.22,4.8,-0.5999999999999994
96,290.5,2020-04-09 12:45:00+05:30,290.5,288.05,289.85,1342,46.83603037404659,289.76428571428573,1.1543714746618647,309.92659684751743,296.7925,283.6584031524826,26.27,-0.29,4.6000000000000005,-0.5999999999999994
97,290.0,2020-04-09 12:55:00+05:30,290.0,286.45,286.45,107,45.95947850917693,289.4071428571429,-0.8765518648696542,308.9136948899356,296.0425,283.17130511006445,25.74,-0.53,4.5,-0.6999999999999995
98,286.55,2020-04-09 13:05:00+05:30,290.0,286.55,290.0,156,40.34827199181349,288.77142857142866,-5.611206517363442,307.93259249003717,295.12,282.30740750996284,25.63,-0.11,4.699999999999999,-0.8000000000000007
99,286.6,2020-04-09 13:15:00+05:30,289.9,286.55,286.55,1574,40.461724213999176,288.30714285714294,0.11345222218568551,306.65151964279517,294.19750000000005,281.74348035720493,24.91,-0.72,4.5,-1.0000000000000009
100,290.0,2020-04-09 13:25:00+05:30,290.0,286.6,286.6,115,47.74035998920759,288.69285714285724,7.278635775208414,304.4667352839887,293.36500000000007,282.2632647160114,22.2,-2.71,3.7,-1.6000000000000003
101,289.95,2020-04-09 13:35:00+05:30,290.0,289.95,290.0,1668,47.648108121716795,289.07142857142867,-0.09225186749079484,303.25912210063285,292.7800000000001,282.3008778993673,20.96,-1.24,4.3,-1.8000000000000005
102,286.4,2020-04-09 13:45:00+05:30,289.95,286.4,289.95,25,41.51429947987727,288.5714285714286,-6.133808641839522,301.392888344254,291.9125,282.43211165574604,18.96,-2.0,4.0,-2.2
103,289.0,2020-04-09 13:55:00+05:30,289.85,286.4,286.4,43,46.90525534442763,288.35714285714295,5.390955864550357,298.9711067262903,291.1825,283.3938932737097,15.58,-3.38,3.5,-2.9
104,288.5,2020-04-09 14:05:00+05:30,289.8,286.6,286.6,122,46.026624300345205,288.1428571428572,-0.8786310440824252,297.23721531931807,290.6025,283.967784680682,13.27,-2.31,3.9000000000000004,-3.3999999999999995
105,289.3,2020-04-09 14:15:00+05:30,289.3,288.5,288.5,6,47.714238394542114,288.5357142857144,1.6876140941969098,296.4132965951899,290.26750000000004,284.1217034048102,12.29,-0.98,4.4,-3.5999999999999996
106,290.0,2020-04-09 14:25:00+05:30,290.0,288.5,288.5,592,49.21067639425867,289.0214285714287,1.4964379997165551,294.91654016583595,289.88,284.84345983416404,10.07,-2.22,3.9000000000000004,-4.1
